,Customer ID,TotalOrders,TotalSpent,FirstPurchase,LastPurchase,Country
1296,13662,11,2233.61,2010-02-19 13:21:00,2011-09-15 12:04:00,United Kingdom
1297,13663,5,2047.51,2010-03-03 10:11:00,2011-06-13 15:44:00,United Kingdom
1298,13665,3,1711.6599999999999,2010-07-23 13:29:00,2010-11-18 13:06:00,United Kingdom
1299,13666,5,127.05000000000001,2009-12-04 10:48:00,2011-10-10 15:39:00,United Kingdom
1300,13667,1,299.05,2011-07-13 15:42:00,2011-07-13 15:42:00,United Kingdom
1301,13668,35,12948.48,2009-12-11 14:28:00,2011-12-07 12:11:00,United Kingdom
1302,13669,3,413.54999999999995,2010-10-28 15:05:00,2011-10-20 09:32:00,United Kingdom
1303,13670,1,349.7,2011-09-25 15:25:00,2011-09-25 15:25:00,United Kingdom
1304,13671,1,172.6,2010-11-10 10:50:00,2010-11-10 10:50:00,United Kingdom
1305,13672,3,419.92,2009-12-09 11:40:00,2011-02-11 13:53:00,United Kingdom
1306,13673,2,387.44,2011-11-07 15:40:00,2011-11-21 12:11:00,United Kingdom
1307,13674,1,240.68,2010-10-03 10:41:00,2010-10-03 10:41:00,United Kingdom
1308,13675,2,486.82,2011-02-28 12:14:00,2011-07-11 12:57:00,United Kingdom
1309,13676,2,243.9,2010-03-30 16:53:00,2010-06-18 17:30:00,United Kingdom
1310,13677,2,551.24,2010-07-07 17:25:00,2010-10-31 11:32:00,United Kingdom
1311,13678,1,232.6,2011-07-11 10:14:00,2011-07-11 10:14:00,United Kingdom
1312,13679,3,281.26,2009-12-04 16:52:00,2010-08-03 12:13:00,United Kingdom
1313,13680,12,11419.67,2009-12-04 14:14:00,2011-12-08 13:47:00,United Kingdom
1314,13681,4,827.83,2011-07-07 15:21:00,2011-11-22 11:13:00,United Kingdom
1315,13682,1,59.5,2011-06-05 14:06:00,2011-06-05 14:06:00,United Kingdom
1316,13683,1,258.6,2010-09-08 10:00:00,2010-09-08 10:00:00,United Kingdom
1317,13684,4,594.88,2010-03-28 14:48:00,2011-02-27 10:13:00,United Kingdom
1318,13685,7,3119.44,2011-10-10 12:59:00,2011-12-07 11:41:00,United Kingdom
1319,13686,3,409.03999999999996,2010-11-03 13:44:00,2011-06-10 09:10:00,United Kingdom
1320,13687,1,11880.84,2010-09-27 16:30:00,2010-09-27 16:30:00,United Kingdom
1321,13688,1,375.5,2010-03-14 14:11:00,2010-03-14 14:11:00,United Kingdom
1322,13689,2,1259.5,2010-09-21 10:27:00,2011-10-07 13:21:00,United Kingdom
1323,13690,1,172.25,2011-10-11 15:03:00,2011-10-11 15:03:00,United Kingdom
1324,13691,1,210.78,2010-11-08 17:34:00,2010-11-08 17:34:00,United Kingdom
1325,13692,5,3114.4,2010-10-15 13:28:00,2011-11-15 11:17:00,United Kingdom
1326,13693,9,2011.82,2009-12-07 11:29:00,2010-11-30 18:21:00,United Kingdom
1327,13694,143,195640.69,2009-12-04 15:26:00,2011-12-06 09:32:00,United Kingdom
1328,13695,16,2770.73,2010-05-11 11:07:00,2011-11-08 14:26:00,United Kingdom
1329,13696,3,2020.4,2010-02-11 14:17:00,2010-10-14 09:44:00,United Kingdom
1330,13697,1,151.3,2011-11-01 09:14:00,2011-11-01 09:14:00,United Kingdom
1331,13698,2,451.73,2010-01-27 09:02:00,2010-04-22 11:52:00,United Kingdom
1332,13699,2,764.15,2010-06-07 13:03:00,2011-07-07 16:51:00,United Kingdom
1333,13700,13,2596.9700000000003,2010-02-07 10:53:00,2011-11-13 13:00:00,United Kingdom
1334,13701,1,161.0,2010-09-19 12:39:00,2010-09-19 12:39:00,United Kingdom
1335,13702,1,135.18,2010-09-20 11:40:00,2010-09-20 11:40:00,United Kingdom
1336,13703,2,425.56,2010-10-20 13:11:00,2011-01-25 13:10:00,United Kingdom
1337,13704,9,2308.06,2011-09-12 14:40:00,2011-12-04 15:13:00,United Kingdom
1338,13705,7,1717.19,2010-03-25 17:19:00,2011-12-02 12:32:00,United Kingdom
1339,13706,2,631.1700000000001,2010-03-23 09:18:00,2011-02-10 09:21:00,United Kingdom
1340,13707,5,3365.8599999999997,2010-06-21 11:57:00,2011-03-17 18:03:00,United Kingdom
1341,13708,1,283.33,2011-03-13 13:46:00,2011-03-13 13:46:00,United Kingdom
1342,13709,18,7571.35,2010-01-11 10:40:00,2011-12-06 10:28:00,United Kingdom
1343,13710,3,509.52,2010-04-06 12:54:00,2011-11-08 08:16:00,United Kingdom
1344,13711,9,1792.26,2009-12-15 19:04:00,2011-05-05 10:31:00,United Kingdom
1345,13712,2,766.4200000000001,2010-04-08 11:16:00,2011-04-07 12:33:00,United Kingdom
1346,13713,3,740.76,2010-05-05 16:48:00,2010-10-27 16:18:00,United Kingdom
1347,13714,1,161.35,2010-08-31 13:57:00,2010-08-31 13:57:00,United Kingdom
1348,13715,17,8153.04,2010-03-11 15:33:00,2011-03-03 19:21:00,United Kingdom
1349,13716,1,138.28,2011-03-15 13:49:00,2011-03-15 13:49:00,United Kingdom
1350,13717,8,1763.3,2010-08-11 09:40:00,2011-11-07 14:13:00,United Kingdom
1351,13718,2,306.55,2011-02-17 11:58:00,2011-04-07 13:24:00,United Kingdom
1352,13719,11,2782.1,2010-05-17 14:36:00,2011-11-24 15:26:00,United Kingdom
1353,13720,4,799.9,2011-03-30 09:17:00,2011-08-15 12:46:00,United Kingdom
1354,13721,2,741.54,2010-11-09 17:59:00,2011-11-03 14:05:00,United Kingdom
1355,13722,10,5635.41,2010-03-03 14:13:00,2011-07-31 12:44:00,United Kingdom
1356,13723,6,1194.08,2010-04-07 14:32:00,2011-05-06 17:04:00,United Kingdom
1357,13724,1,213.01,2010-03-12 15:28:00,2010-03-12 15:28:00,United Kingdom
1358,13725,8,1980.56,2011-02-04 12:18:00,2011-10-21 10:03:00,United Kingdom
1359,13726,2,1079.66,2011-08-31 11:06:00,2011-11-01 10:49:00,United Kingdom
1360,13727,8,1074.15,2009-12-09 13:25:00,2011-11-11 09:46:00,United Kingdom
1361,13728,16,2855.17,2009-12-09 17:13:00,2011-11-03 10:49:00,United Kingdom
1362,13729,3,724.73,2010-01-24 14:57:00,2010-09-30 10:44:00,United Kingdom
1363,13730,2,752.6,2011-07-01 12:47:00,2011-07-27 08:35:00,United Kingdom
1364,13731,2,610.5899999999999,2011-04-07 10:10:00,2011-05-04 14:33:00,United Kingdom
1365,13732,1,491.86,2011-11-11 15:49:00,2011-11-11 15:49:00,United Kingdom
1366,13733,2,487.03,2009-12-04 15:28:00,2010-10-25 12:18:00,United Kingdom
1367,13734,4,6695.69,2010-04-16 08:42:00,2010-07-19 12:04:00,United Kingdom
1368,13735,13,9762.77,2009-12-13 13:31:00,2011-11-15 11:14:00,United Kingdom
1369,13736,7,2752.4700000000003,2009-12-06 12:07:00,2011-12-04 15:19:00,United Kingdom
1370,13737,1,339.6,2011-05-23 16:32:00,2011-05-23 16:32:00,United Kingdom
1371,13738,1,434.78000000000003,2010-11-08 15:23:00,2010-11-08 15:23:00,United Kingdom
1372,13739,2,292.2,2010-06-30 10:25:00,2011-11-21 13:35:00,United Kingdom
1373,13740,5,1582.77,2009-12-02 12:22:00,2011-04-13 10:32:00,United Kingdom
1374,13741,3,668.4300000000001,2011-05-06 13:43:00,2011-09-29 09:19:00,United Kingdom
1375,13742,12,3107.87,2011-01-23 14:59:00,2011-11-23 11:07:00,United Kingdom
1376,13743,7,1341.6,2011-03-25 14:46:00,2011-12-07 10:09:00,United Kingdom
1377,13744,2,1080.52,2011-02-20 14:08:00,2011-09-05 15:19:00,United Kingdom
1378,13745,2,777.36,2010-06-11 17:19:00,2011-06-30 16:43:00,United Kingdom
1379,13746,1,176.69,2010-10-22 11:55:00,2010-10-22 11:55:00,United Kingdom
1380,13747,2,169.8,2010-10-11 09:15:00,2010-12-01 10:37:00,United Kingdom
1381,13748,9,2064.35,2009-12-01 16:44:00,2011-09-05 09:45:00,United Kingdom
1382,13750,11,3602.18,2010-04-01 14:49:00,2011-10-17 12:16:00,United Kingdom
1383,13751,1,296.25,2011-02-24 15:56:00,2011-02-24 15:56:00,United Kingdom
1384,13752,7,1579.83,2010-06-30 10:23:00,2011-08-07 14:16:00,United Kingdom
1385,13753,4,2094.57,2009-12-03 10:20:00,2011-02-25 12:48:00,United Kingdom
1386,13754,3,447.04999999999995,2010-09-28 15:29:00,2011-07-11 11:51:00,United Kingdom
1387,13755,9,2108.06,2011-10-07 15:45:00,2011-12-06 12:26:00,United Kingdom
1388,13756,23,8655.95,2009-12-15 15:18:00,2011-12-07 16:44:00,United Kingdom
1389,13757,1,195.55,2010-02-03 12:37:00,2010-02-03 12:37:00,United Kingdom
1390,13758,14,8595.29,2009-12-01 10:06:00,2011-11-28 11:11:00,United Kingdom
1391,13759,2,659.41,2011-09-29 15:40:00,2011-11-06 14:47:00,United Kingdom
1392,13760,5,1363.6399999999999,2010-04-25 13:10:00,2011-10-16 16:13:00,United Kingdom
1393,13761,6,1952.17,2010-02-21 11:08:00,2011-10-20 14:01:00,United Kingdom
1394,13762,5,2472.48,2010-01-10 12:13:00,2011-05-05 09:15:00,United Kingdom
1395,13763,3,5217.4400000000005,2010-09-30 17:39:00,2011-10-07 15:13:00,United Kingdom
1396,13764,6,2908.67,2010-03-07 12:56:00,2011-09-30 12:03:00,United Kingdom
1397,13765,1,352.82,2010-02-24 13:46:00,2010-02-24 13:46:00,United Kingdom
1398,13766,1,190.35,2010-08-01 14:25:00,2010-08-01 14:25:00,United Kingdom
1399,13767,73,33903.57,2009-12-01 10:52:00,2011-12-07 15:00:00,United Kingdom
1400,13768,2,875.97,2009-12-09 10:25:00,2009-12-13 10:41:00,United Kingdom
1401,13769,20,5478.12,2009-12-16 11:59:00,2011-12-07 15:08:00,United Kingdom
1402,13770,4,785.37,2009-12-09 14:44:00,2010-10-13 15:10:00,United Kingdom
1403,13771,9,5728.82,2010-02-25 12:37:00,2011-10-06 14:18:00,United Kingdom
1404,13772,8,3100.02,2010-02-23 13:55:00,2011-11-06 11:43:00,United Kingdom
1405,13773,2,301.53999999999996,2010-02-18 10:27:00,2010-11-08 11:49:00,United Kingdom
1406,13774,1,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,United Kingdom
1407,13775,1,1049.66,2010-04-28 12:15:00,2010-04-28 12:15:00,United Kingdom
1408,13777,61,49638.26,2009-12-02 09:47:00,2011-12-09 12:25:00,United Kingdom
1409,13778,4,1124.49,2010-05-23 13:34:00,2011-08-28 15:25:00,United Kingdom
1410,13779,1,161.13,2010-07-12 11:24:00,2010-07-12 11:24:00,United Kingdom
1411,13780,3,732.0699999999999,2010-10-28 19:51:00,2011-12-02 13:49:00,United Kingdom
1412,13781,3,778.83,2009-12-18 15:46:00,2011-04-03 12:08:00,United Kingdom
1413,13782,13,1786.08,2009-12-06 12:52:00,2011-11-27 11:54:00,United Kingdom
1414,13783,4,1542.09,2010-02-04 13:47:00,2010-08-09 09:23:00,United Kingdom
1415,13784,14,2910.23,2010-09-15 12:27:00,2011-11-30 09:33:00,United Kingdom
1416,13785,4,542.49,2010-09-05 16:01:00,2010-10-07 09:25:00,United Kingdom
1417,13786,6,3127.9900000000002,2009-12-03 15:32:00,2010-12-07 13:53:00,United Kingdom
1418,13787,6,1222.5,2010-01-14 10:13:00,2011-09-25 12:06:00,United Kingdom
1419,13788,1,3.75,2010-07-22 15:50:00,2010-07-22 15:50:00,United Kingdom
1420,13789,1,239.46,2010-11-16 15:31:00,2010-11-16 15:31:00,United Kingdom
1421,13790,1,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,United Kingdom
1422,13791,2,1516.0,2011-06-24 16:38:00,2011-08-04 11:44:00,United Kingdom
1423,13792,3,383.95,2010-10-13 11:05:00,2011-10-04 14:31:00,United Kingdom
1424,13793,1,96.0,2010-03-03 08:25:00,2010-03-03 08:25:00,United Kingdom
1425,13794,1,126.03,2010-06-11 12:30:00,2010-06-11 12:30:00,United Kingdom
1426,13795,4,836.3,2010-03-12 12:44:00,2010-11-16 17:25:00,United Kingdom
1427,13796,1,289.7,2010-07-28 14:45:00,2010-07-28 14:45:00,United Kingdom
1428,13797,3,1179.45,2010-03-02 12:17:00,2010-09-29 10:34:00,United Kingdom
1429,13798,110,75428.87,2009-12-08 16:21:00,2011-12-08 15:51:00,United Kingdom
1430,13799,9,2803.57,2010-03-05 16:39:00,2011-08-15 12:07:00,United Kingdom
1431,13800,3,1679.56,2009-12-03 10:03:00,2011-02-03 12:27:00,United Kingdom
1432,13801,1,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,United Kingdom
1433,13802,19,26259.11,2010-02-16 10:11:00,2011-07-24 10:54:00,United Kingdom
1434,13803,3,1338.9099999999999,2010-03-31 10:00:00,2011-03-29 12:57:00,United Kingdom
1435,13804,9,3161.12,2010-09-29 10:26:00,2011-11-09 12:32:00,United Kingdom
1436,13805,2,924.6,2011-08-02 15:29:00,2011-10-18 14:50:00,United Kingdom
1437,13806,1,256.38,2011-10-07 11:43:00,2011-10-07 11:43:00,United Kingdom
1438,13807,3,422.2,2009-12-04 12:41:00,2010-12-07 15:48:00,United Kingdom
1439,13808,5,1747.6599999999999,2011-09-04 12:07:00,2011-12-04 12:18:00,United Kingdom
1440,13809,3,679.7,2010-09-05 11:42:00,2011-02-07 13:15:00,Cyprus
1441,13810,2,827.51,2011-10-14 12:57:00,2011-11-11 08:33:00,Germany
1442,13811,2,519.75,2011-04-14 18:40:00,2011-06-09 09:54:00,Germany
1443,13812,3,485.0,2011-08-26 12:54:00,2011-10-28 14:27:00,Germany
1444,13813,8,2387.4700000000003,2009-12-06 10:16:00,2011-10-31 10:38:00,Germany
1445,13814,3,2257.3199999999997,2010-06-30 14:12:00,2011-09-08 13:48:00,Germany
1446,13815,8,6737.74,2010-02-12 10:26:00,2011-11-17 14:19:00,Germany
1447,13816,2,499.66999999999996,2011-10-06 14:37:00,2011-11-16 08:38:00,Germany
1448,13817,2,328.98,2010-12-23 11:46:00,2011-11-10 17:49:00,Germany
1449,13818,1,61.28,2010-10-06 12:35:00,2010-10-06 12:35:00,United Kingdom
1450,13819,6,2642.35,2009-12-01 16:18:00,2011-02-11 10:38:00,United Kingdom
1451,13820,3,652.75,2010-01-28 12:26:00,2010-10-17 13:46:00,United Kingdom
1452,13821,6,1379.08,2010-01-04 13:36:00,2011-07-18 09:49:00,United Kingdom
1453,13822,2,632.0,2011-10-30 15:55:00,2011-12-04 12:13:00,United Kingdom
1454,13823,7,3403.45,2009-12-15 14:34:00,2011-11-21 10:22:00,United Kingdom
1455,13824,12,3314.76,2010-03-12 15:17:00,2011-11-07 12:41:00,United Kingdom
1456,13825,2,255.59000000000003,2009-12-09 14:30:00,2010-03-28 11:02:00,United Kingdom
1457,13826,1,189.5,2011-06-16 13:48:00,2011-06-16 13:48:00,United Kingdom
1458,13827,3,409.8,2011-07-19 15:38:00,2011-10-13 12:38:00,United Kingdom
1459,13828,1,209.49,2011-11-17 16:02:00,2011-11-17 16:02:00,United Kingdom
1460,13829,1,102.0,2010-10-14 18:19:00,2010-10-14 18:19:00,United Kingdom
1461,13830,1,156.85,2010-05-07 12:24:00,2010-05-07 12:24:00,United Kingdom
1462,13831,18,6585.54,2009-12-10 14:50:00,2011-11-23 15:41:00,United Kingdom
1463,13832,2,609.8900000000001,2010-10-13 14:41:00,2011-11-20 15:36:00,United Kingdom
1464,13833,2,700.4100000000001,2010-10-31 14:11:00,2011-07-03 13:27:00,United Kingdom
1465,13834,2,324.19,2010-02-08 12:52:00,2010-05-12 10:27:00,United Kingdom
1466,13835,7,1095.27,2010-03-04 08:26:00,2011-11-14 15:37:00,United Kingdom
1467,13836,2,620.37,2010-10-21 13:27:00,2010-11-05 13:31:00,United Kingdom
1468,13837,2,266.59,2011-01-26 12:15:00,2011-05-12 12:10:00,United Kingdom
1469,13838,10,1690.07,2010-05-09 11:40:00,2011-12-04 11:00:00,United Kingdom
1470,13839,1,139.95000000000002,2010-08-10 13:52:00,2010-08-10 13:52:00,United Kingdom
1471,13840,1,651.4,2010-10-19 13:34:00,2010-10-19 13:34:00,United Kingdom
1472,13841,1,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,United Kingdom
1473,13842,18,5319.34,2010-02-16 15:54:00,2011-10-12 10:51:00,United Kingdom
1474,13843,1,319.75,2010-11-23 17:48:00,2010-11-23 17:48:00,United Kingdom
1475,13844,1,361.62,2011-11-28 13:21:00,2011-11-28 13:21:00,United Kingdom
1476,13845,1,312.98,2011-10-06 08:25:00,2011-10-06 08:25:00,United Kingdom
1477,13846,4,1307.79,2010-11-05 09:47:00,2011-11-15 12:07:00,United Kingdom
1478,13847,1,310.72,2009-12-20 10:41:00,2009-12-20 10:41:00,United Kingdom
1479,13848,8,3015.0,2009-12-09 16:17:00,2011-09-08 12:58:00,United Kingdom
1480,13849,5,3469.3,2010-03-25 12:03:00,2011-10-19 10:59:00,United Kingdom
1481,13850,1,1595.48,2011-08-02 14:04:00,2011-08-02 14:04:00,United Kingdom
1482,13851,8,4606.46,2010-01-29 11:54:00,2011-09-05 12:36:00,United Kingdom
1483,13852,1,187.35,2010-04-08 09:06:00,2010-04-08 09:06:00,United Kingdom
1484,13853,1,1090.1399999999999,2011-10-13 14:18:00,2011-10-13 14:18:00,United Kingdom
1485,13854,39,11944.56,2010-01-08 11:28:00,2011-12-01 09:06:00,United Kingdom
1486,13855,4,1310.34,2009-12-08 16:56:00,2010-07-27 09:53:00,United Kingdom
1487,13856,11,1142.03,2010-03-30 15:40:00,2011-06-24 10:03:00,United Kingdom
1488,13857,6,1000.91,2010-05-17 14:21:00,2010-11-11 12:54:00,United Kingdom
1489,13858,1,216.17000000000002,2011-10-13 16:17:00,2011-10-13 16:17:00,United Kingdom
1490,13859,2,515.86,2010-06-28 15:36:00,2011-01-17 16:14:00,United Kingdom
1491,13860,5,1245.9,2011-09-14 09:27:00,2011-12-08 12:57:00,United Kingdom
1492,13861,2,273.26,2010-06-27 11:37:00,2010-10-06 14:20:00,United Kingdom
1493,13862,9,2556.09,2010-11-15 13:43:00,2011-11-21 16:24:00,United Kingdom
1494,13863,4,1239.55,2010-04-25 13:09:00,2011-04-06 10:20:00,United Kingdom
1495,13864,1,662.4,2010-11-18 12:50:00,2010-11-18 12:50:00,United Kingdom
1496,13865,4,501.56,2011-02-23 12:04:00,2011-10-12 13:31:00,United Kingdom
1497,13866,1,145.67,2011-09-26 14:54:00,2011-09-26 14:54:00,United Kingdom
1498,13867,3,1005.09,2011-05-05 17:28:00,2011-11-08 15:48:00,United Kingdom
1499,13868,2,3192.54,2011-11-01 12:45:00,2011-12-02 16:32:00,United Kingdom
1500,13869,10,7996.870000000001,2010-01-17 14:53:00,2011-08-08 13:53:00,United Kingdom
1501,13870,15,5712.08,2010-02-08 12:08:00,2011-12-07 13:23:00,United Kingdom
1502,13871,17,7885.85,2009-12-20 13:09:00,2011-11-17 10:49:00,United Kingdom
1503,13872,3,919.5699999999999,2009-12-14 09:56:00,2010-06-30 15:35:00,United Kingdom
1504,13873,8,1038.92,2010-03-03 12:31:00,2011-08-12 10:08:00,United Kingdom
1505,13874,7,2049.15,2010-02-04 18:39:00,2010-12-16 18:20:00,United Kingdom
1506,13875,14,4814.37,2009-12-17 10:30:00,2011-10-17 09:36:00,United Kingdom
1507,13876,1,122.7,2011-10-07 10:22:00,2011-10-07 10:22:00,United Kingdom
1508,13877,3,449.67999999999995,2010-01-19 10:53:00,2011-09-14 15:49:00,United Kingdom
1509,13878,4,2416.8999999999996,2010-04-14 13:50:00,2011-10-16 12:19:00,United Kingdom
1510,13879,1,395.5,2010-03-04 10:49:00,2010-03-04 10:49:00,United Kingdom
1511,13880,17,4293.86,2010-05-26 14:29:00,2011-11-18 13:44:00,United Kingdom
1512,13881,43,45179.1,2010-03-04 14:41:00,2011-12-06 12:50:00,United Kingdom
1513,13882,5,1191.13,2011-10-06 15:28:00,2011-12-07 11:16:00,United Kingdom
1514,13883,14,6535.37,2010-02-28 12:53:00,2011-11-29 10:45:00,United Kingdom
1515,13884,10,1825.03,2010-08-26 19:57:00,2011-12-02 16:30:00,United Kingdom
1516,13885,2,506.79999999999995,2011-05-23 08:52:00,2011-06-03 15:07:00,United Kingdom
1517,13886,1,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom
1518,13887,1,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,United Kingdom
1519,13888,7,2001.5900000000001,2010-05-13 11:57:00,2011-08-12 10:13:00,United Kingdom
1520,13889,6,1991.23,2010-01-22 14:32:00,2011-09-08 09:13:00,United Kingdom
1521,13890,14,2927.38,2009-12-06 15:15:00,2011-12-08 15:36:00,United Kingdom
1522,13891,3,859.21,2010-05-06 16:02:00,2010-11-26 15:57:00,United Kingdom
1523,13892,6,1267.65,2010-05-13 10:32:00,2011-11-13 11:50:00,United Kingdom
1524,13893,1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,United Kingdom
1525,13894,3,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,United Kingdom
1526,13895,6,4008.52,2009-12-03 13:09:00,2011-11-11 16:57:00,United Kingdom
1527,13896,1,388.55,2010-03-24 08:55:00,2010-03-24 08:55:00,United Kingdom
1528,13897,3,1160.72,2010-01-31 13:48:00,2011-10-20 14:30:00,United Kingdom
1529,13898,2,686.4000000000001,2010-10-24 15:42:00,2011-01-18 10:28:00,United Kingdom
1530,13899,2,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,United Kingdom
1531,13900,6,1610.59,2010-03-25 13:46:00,2011-06-09 19:26:00,United Kingdom
1532,13901,15,5676.34,2010-01-05 09:29:00,2011-09-28 14:48:00,United Kingdom
1533,13902,5,26993.66,2009-12-15 10:02:00,2010-03-17 13:09:00,Denmark
1534,13903,1,165.45000000000002,2010-11-04 17:44:00,2010-11-04 17:44:00,United Kingdom
1535,13904,2,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,United Kingdom
1536,13905,1,312.65,2009-12-07 11:41:00,2009-12-07 11:41:00,United Kingdom
1537,13906,1,42.0,2010-10-26 15:00:00,2010-10-26 15:00:00,United Kingdom
1538,13907,1,136.79999999999998,2010-01-17 12:22:00,2010-01-17 12:22:00,United Kingdom
1539,13908,4,2319.55,2011-03-08 12:04:00,2011-09-21 11:49:00,United Kingdom
1540,13909,2,282.85,2010-07-06 16:52:00,2010-10-12 17:22:00,United Kingdom
1541,13911,20,4234.99,2010-03-01 16:31:00,2011-10-13 15:43:00,United Kingdom
1542,13912,1,124.95,2010-10-12 08:43:00,2010-10-12 08:43:00,United Kingdom
1543,13913,1,42.22,2010-07-21 10:11:00,2010-07-21 10:11:00,United Kingdom
1544,13914,2,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,United Kingdom
1545,13915,1,70.8,2010-11-10 15:17:00,2010-11-10 15:17:00,United Kingdom
1546,13916,4,1275.81,2010-02-02 10:06:00,2010-09-02 10:04:00,United Kingdom
1547,13917,2,272.03999999999996,2011-06-01 12:46:00,2011-10-21 09:56:00,United Kingdom
1548,13918,2,1212.84,2011-03-31 18:05:00,2011-10-21 12:25:00,United Kingdom
1549,13919,4,1252.6799999999998,2010-06-17 09:30:00,2011-10-11 14:24:00,Denmark
1550,13920,4,1774.6799999999998,2010-05-26 15:48:00,2010-10-04 12:37:00,United Kingdom
1551,13921,4,730.7,2009-12-18 12:19:00,2010-11-02 16:32:00,United Kingdom
1552,13922,3,865.2,2010-08-29 14:36:00,2010-12-23 10:38:00,United Kingdom
1553,13923,1,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,United Kingdom
1554,13924,6,1838.85,2011-09-28 15:07:00,2011-12-08 09:39:00,United Kingdom
1555,13925,4,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,United Kingdom
1556,13926,1,223.85,2011-11-16 13:16:00,2011-11-16 13:16:00,United Kingdom
1557,13927,2,708.26,2010-09-28 16:12:00,2011-09-26 12:00:00,United Kingdom
1558,13928,4,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,United Kingdom
1559,13929,11,3494.1,2010-01-14 07:25:00,2011-06-23 15:26:00,United Kingdom
1560,13930,2,337.34000000000003,2011-07-26 11:00:00,2011-10-13 09:45:00,United Kingdom
1561,13931,11,5257.38,2009-12-03 10:26:00,2011-09-05 10:12:00,United Kingdom
1562,13932,1,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,United Kingdom
1563,13933,2,608.79,2011-07-14 13:35:00,2011-08-22 14:03:00,United Kingdom
1564,13934,1,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,United Kingdom
1565,13935,3,6116.92,2010-02-25 16:01:00,2010-04-22 11:21:00,United Kingdom
1566,13936,3,939.66,2010-10-21 14:21:00,2011-06-13 08:47:00,United Kingdom
1567,13937,2,880.13,2010-11-02 12:37:00,2011-06-23 16:35:00,United Kingdom
1568,13938,1,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,United Kingdom
1569,13939,7,1560.96,2010-04-06 12:43:00,2011-11-16 13:33:00,United Kingdom
1570,13940,4,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,United Kingdom
1571,13941,15,10027.18,2009-12-16 16:10:00,2011-11-18 09:43:00,United Kingdom
1572,13942,1,320.0,2010-06-23 12:35:00,2010-06-23 12:35:00,United Kingdom
1573,13943,1,246.54,2010-05-11 11:30:00,2010-05-11 11:30:00,United Kingdom
1574,13944,1,200.43,2010-02-24 15:02:00,2010-02-24 15:02:00,United Kingdom
1575,13945,2,854.15,2010-08-17 09:59:00,2010-11-10 10:00:00,United Kingdom
1576,13946,6,1876.23,2009-12-04 11:07:00,2011-09-21 13:33:00,United Kingdom
1577,13947,1,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,United Kingdom
1578,13948,4,548.76,2009-12-04 12:14:00,2010-12-14 10:18:00,United Kingdom
1579,13949,6,2427.3199999999997,2011-09-06 11:55:00,2011-12-07 09:35:00,United Kingdom
1580,13950,4,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,United Kingdom
1581,13951,3,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,United Kingdom
1582,13952,14,12823.52,2009-12-16 09:41:00,2011-05-06 09:00:00,United Kingdom
1583,13953,12,6640.68,2009-12-11 12:58:00,2011-12-02 16:04:00,United Kingdom
1584,13954,2,439.91999999999996,2011-09-30 10:52:00,2011-12-08 12:50:00,United Kingdom
1585,13955,3,544.0699999999999,2010-11-29 17:35:00,2011-07-08 17:19:00,United Kingdom
1586,13956,5,1019.27,2011-03-13 12:51:00,2011-12-04 13:20:00,United Kingdom
1587,13957,3,458.25,2010-02-19 10:32:00,2010-10-18 10:02:00,United Kingdom
1588,13958,8,4709.23,2009-12-05 13:12:00,2010-11-25 10:11:00,United Kingdom
1589,13959,6,1064.77,2010-07-16 15:11:00,2011-09-21 15:06:00,United Kingdom
1590,13960,2,230.21999999999997,2011-09-29 12:39:00,2011-11-18 15:27:00,United Kingdom
1591,13961,1,538.4,2010-11-12 14:40:00,2010-11-12 14:40:00,United Kingdom
1592,13962,3,362.8,2010-09-30 10:35:00,2011-11-18 08:47:00,United Kingdom
1593,13963,17,2860.57,2010-04-21 16:20:00,2011-02-04 14:43:00,United Kingdom
1594,13964,2,438.9,2010-10-05 12:38:00,2010-11-17 13:53:00,United Kingdom
1595,13965,3,996.6099999999999,2010-01-05 15:21:00,2010-08-20 10:40:00,United Kingdom
1596,13966,1,384.26,2010-09-30 13:08:00,2010-09-30 13:08:00,United Kingdom
1597,13967,2,166.3,2010-11-08 13:24:00,2011-07-17 12:02:00,United Kingdom
1598,13968,1,123.66,2010-10-12 13:22:00,2010-10-12 13:22:00,United Kingdom
