,Invoice,OrderValue,OrderQuantity,UniqueProducts,Customer ID,Country,OrderDate
10591,517578,672.93,807,48,14346,United Kingdom,2010-07-30 10:44:00
10592,517579,129.75,37,7,16905,United Kingdom,2010-07-30 11:08:00
10593,517620,293.28000000000003,126,14,17213,United Kingdom,2010-07-30 11:35:00
10594,517622,304.85,171,16,16145,United Kingdom,2010-07-30 11:37:00
10595,517623,470.78,334,17,15629,United Kingdom,2010-07-30 11:52:00
10596,517625,135.33,86,42,16391,United Kingdom,2010-07-30 11:59:00
10597,517626,282.46,233,45,16428,United Kingdom,2010-07-30 12:10:00
10598,517627,135.55,112,33,16428,United Kingdom,2010-07-30 12:19:00
10599,517628,754.4300000000001,711,41,17160,United Kingdom,2010-07-30 12:21:00
10600,517629,528.24,412,35,14291,United Kingdom,2010-07-30 12:21:00
10601,517632,184.69,101,12,17109,United Kingdom,2010-07-30 12:42:00
10602,517638,332.88,112,3,18220,United Kingdom,2010-07-30 12:52:00
10603,517639,406.2,44,2,15694,United Kingdom,2010-07-30 12:54:00
10604,517640,330.0,200,1,15769,United Kingdom,2010-07-30 13:05:00
10605,517641,115.08,14,7,15615,United Kingdom,2010-07-30 13:06:00
10606,517642,51.150000000000006,9,3,15615,United Kingdom,2010-07-30 13:07:00
10607,517643,337.91999999999996,352,4,14828,United Kingdom,2010-07-30 13:13:00
10608,517644,271.02,214,17,17735,United Kingdom,2010-07-30 13:25:00
10609,517645,776.02,166,14,14911,EIRE,2010-07-30 13:31:00
10610,517646,1633.8600000000001,522,2,18102,United Kingdom,2010-07-30 13:36:00
10611,517649,386.1,401,24,16156,United Kingdom,2010-07-30 14:00:00
10612,517650,637.44,71,18,13015,United Kingdom,2010-07-30 14:00:00
10613,517651,198.32,160,7,16156,United Kingdom,2010-07-30 14:01:00
10614,517653,326.9,230,16,13329,United Kingdom,2010-07-30 14:15:00
10615,517664,97.83,61,5,15459,United Kingdom,2010-07-30 14:31:00
10616,517665,887.6800000000001,768,7,13694,United Kingdom,2010-07-30 14:39:00
10617,517666,327.5,230,15,13329,United Kingdom,2010-07-30 14:44:00
10618,517667,109.85,31,5,16954,United Kingdom,2010-07-30 14:58:00
10619,517668,292.5,150,9,12928,United Kingdom,2010-07-30 15:05:00
10620,517669,89.64999999999999,43,14,17861,United Kingdom,2010-07-30 15:13:00
10621,517671,168.98,70,6,13041,United Kingdom,2010-07-30 15:47:00
10622,517673,507.25,133,24,12733,USA,2010-07-30 16:50:00
10623,517704,301.72,108,6,14031,United Kingdom,2010-07-30 17:08:00
10624,517707,4.15,3,2,12843,United Kingdom,2010-08-01 10:06:00
10625,517708,153.3,30,10,17243,United Kingdom,2010-08-01 10:09:00
10626,517710,551.8,246,24,15039,United Kingdom,2010-08-01 11:15:00
10627,517711,89.30000000000001,14,4,15039,United Kingdom,2010-08-01 11:17:00
10628,517712,778.71,370,47,13564,United Kingdom,2010-08-01 11:17:00
10629,517714,1014.11,612,125,13869,United Kingdom,2010-08-01 11:22:00
10630,517717,15.3,18,1,15039,United Kingdom,2010-08-01 11:24:00
10631,517718,7.5,6,1,13564,United Kingdom,2010-08-01 11:29:00
10632,517719,202.18,57,48,17931,United Kingdom,2010-08-01 12:02:00
10633,517720,218.45,143,15,15747,United Kingdom,2010-08-01 12:07:00
10634,517721,341.2,139,37,14396,United Kingdom,2010-08-01 12:38:00
10635,517722,348.77,273,25,14667,United Kingdom,2010-08-01 12:45:00
10636,517723,117.53,112,19,14878,United Kingdom,2010-08-01 12:48:00
10637,517724,184.96,67,33,15547,United Kingdom,2010-08-01 13:07:00
10638,517725,157.3,49,18,15751,United Kingdom,2010-08-01 13:09:00
10639,517726,194.15,79,14,15716,United Kingdom,2010-08-01 13:12:00
10640,517727,8.7,6,1,15751,United Kingdom,2010-08-01 13:17:00
10641,517728,218.04,165,20,13598,United Kingdom,2010-08-01 13:21:00
10642,517729,226.35999999999999,283,18,14455,United Kingdom,2010-08-01 13:26:00
10643,517731,21984.0,4800,16,18102,United Kingdom,2010-08-01 13:31:00
10644,517732,370.51,111,40,17618,United Kingdom,2010-08-01 13:48:00
10645,517734,160.52,85,18,14404,United Kingdom,2010-08-01 14:18:00
10646,517737,190.35,137,16,13766,United Kingdom,2010-08-01 14:25:00
10647,517738,438.65,289,28,16611,United Kingdom,2010-08-01 14:35:00
10648,517739,350.6,160,60,13474,United Kingdom,2010-08-01 14:40:00
10649,517740,490.73,360,73,12862,United Kingdom,2010-08-01 15:20:00
10650,517741,112.19999999999999,38,5,13617,United Kingdom,2010-08-01 15:23:00
10651,517742,406.26,316,35,15666,United Kingdom,2010-08-01 15:41:00
10652,517743,221.7,114,51,17984,United Kingdom,2010-08-01 15:51:00
10653,517744,875.37,592,29,15640,United Kingdom,2010-08-01 15:55:00
10654,517745,320.65999999999997,98,9,12747,United Kingdom,2010-08-02 08:54:00
10655,517746,326.64,72,17,17049,United Kingdom,2010-08-02 09:14:00
10656,517747,556.72,172,31,17049,United Kingdom,2010-08-02 09:18:00
10657,517748,323.73,243,24,13983,United Kingdom,2010-08-02 09:27:00
10658,517749,549.05,195,30,15200,United Kingdom,2010-08-02 09:38:00
10659,517750,713.75,375,33,17589,United Kingdom,2010-08-02 09:46:00
10660,517751,194.9,145,13,15325,United Kingdom,2010-08-02 10:26:00
10661,517752,189.09,75,12,18277,United Kingdom,2010-08-02 10:26:00
10662,517753,148.05,35,6,18277,United Kingdom,2010-08-02 10:27:00
10663,517754,1424.0,500,2,18102,United Kingdom,2010-08-02 10:28:00
10664,517755,541.46,362,25,13647,United Kingdom,2010-08-02 10:29:00
10665,517756,340.96,300,9,14844,United Kingdom,2010-08-02 10:30:00
10666,517757,19.9,2,1,13647,United Kingdom,2010-08-02 10:31:00
10667,517758,244.95,125,14,13136,United Kingdom,2010-08-02 10:33:00
10668,517759,107.5,42,6,13136,United Kingdom,2010-08-02 10:37:00
10669,517760,201.25,95,36,17068,United Kingdom,2010-08-02 10:42:00
10670,517761,475.65,167,35,13888,United Kingdom,2010-08-02 11:07:00
10671,517762,36.9,15,3,12748,United Kingdom,2010-08-02 11:09:00
10672,517764,1554.6,300,13,15077,United Kingdom,2010-08-02 11:13:00
10673,517766,305.08,25,2,14427,United Kingdom,2010-08-02 11:25:00
10674,517793,153.2,48,10,13888,United Kingdom,2010-08-02 11:33:00
10675,517815,331.1,290,18,14152,United Kingdom,2010-08-02 11:46:00
10676,517816,79.18,38,5,13963,United Kingdom,2010-08-02 12:04:00
10677,517817,5737.32,2076,17,18087,United Kingdom,2010-08-02 12:12:00
10678,517819,85.0,10,1,12527,Germany,2010-08-02 12:23:00
10679,517820,215.43,121,12,12621,Germany,2010-08-02 12:24:00
10680,517822,297.06,266,13,17422,United Kingdom,2010-08-02 12:30:00
10681,517823,233.38,126,15,12395,Belgium,2010-08-02 12:37:00
10682,517824,359.76,180,40,15990,United Kingdom,2010-08-02 12:42:00
10683,517825,405.0,228,15,14644,United Kingdom,2010-08-02 12:44:00
10684,517843,83.7,44,4,13856,United Kingdom,2010-08-02 12:52:00
10685,517844,392.4,52,2,13113,United Kingdom,2010-08-02 12:55:00
10686,517845,240.0,64,1,12931,United Kingdom,2010-08-02 12:58:00
10687,517847,496.98,460,35,13089,United Kingdom,2010-08-02 13:12:00
10688,517848,476.25,75,2,17809,United Kingdom,2010-08-02 13:15:00
10689,517849,99.6,48,4,13089,United Kingdom,2010-08-02 13:16:00
10690,517851,133.9,46,9,13292,United Kingdom,2010-08-02 13:39:00
10691,517852,149.0,80,6,16458,United Kingdom,2010-08-02 13:42:00
10692,517853,411.96000000000004,244,9,16843,United Kingdom,2010-08-02 13:45:00
10693,517858,178.95,24,19,13090,United Kingdom,2010-08-02 13:58:00
10694,517859,911.47,535,89,13357,United Kingdom,2010-08-02 14:02:00
10695,517860,829.35,416,28,12857,United Kingdom,2010-08-02 14:03:00
10696,517861,187.17000000000002,122,38,13090,United Kingdom,2010-08-02 14:07:00
10697,517862,628.71,566,29,14667,United Kingdom,2010-08-02 14:11:00
10698,517863,392.8,220,20,16227,United Kingdom,2010-08-02 14:16:00
10699,517864,480.29,225,29,14194,United Kingdom,2010-08-02 14:16:00
10700,517865,247.95,214,42,16655,United Kingdom,2010-08-02 14:24:00
10701,517866,328.43,105,18,12907,United Kingdom,2010-08-02 14:33:00
10702,517867,660.12,256,24,13089,United Kingdom,2010-08-02 14:50:00
10703,517868,311.03999999999996,288,6,17666,United Kingdom,2010-08-02 15:10:00
10704,517869,80.22,25,8,17848,United Kingdom,2010-08-02 15:13:00
10705,517870,305.11,273,15,16945,United Kingdom,2010-08-02 15:19:00
10706,517871,489.78000000000003,224,52,16814,United Kingdom,2010-08-02 15:25:00
10707,517872,345.6,220,18,16060,United Kingdom,2010-08-02 15:26:00
10708,517874,325.7,62,5,15199,United Kingdom,2010-08-02 15:28:00
10709,517882,286.61,104,30,14469,United Kingdom,2010-08-02 17:06:00
10710,517883,154.55,38,29,14819,United Kingdom,2010-08-02 17:19:00
10711,517889,10.2,12,1,17442,United Kingdom,2010-08-03 08:57:00
10712,517891,307.1,72,6,16256,United Kingdom,2010-08-03 08:58:00
10713,517893,986.2099999999999,884,12,15061,United Kingdom,2010-08-03 09:00:00
10714,517896,238.72,42,15,14734,United Kingdom,2010-08-03 09:04:00
10715,517900,105.05,41,7,16784,United Kingdom,2010-08-03 09:14:00
10716,517901,46.8,24,1,15754,United Kingdom,2010-08-03 09:15:00
10717,517905,750.0,600,1,17553,United Kingdom,2010-08-03 09:44:00
10718,517906,235.5,108,13,15081,United Kingdom,2010-08-03 09:53:00
10719,517909,728.92,185,20,18260,United Kingdom,2010-08-03 10:26:00
10720,517910,180.0,96,11,17454,United Kingdom,2010-08-03 10:30:00
10721,517911,222.85,77,9,17540,United Kingdom,2010-08-03 10:33:00
10722,517914,1733.5,1122,22,17511,United Kingdom,2010-08-03 10:33:00
10723,517930,590.0,2,2,15727,United Kingdom,2010-08-03 10:38:00
10724,517931,755.7,389,63,16161,United Kingdom,2010-08-03 10:42:00
10725,517933,502.55,337,27,15218,United Kingdom,2010-08-03 10:52:00
10726,517946,473.06,300,48,17673,United Kingdom,2010-08-03 11:32:00
10727,517947,216.3,90,25,16440,United Kingdom,2010-08-03 11:32:00
10728,517948,121.74000000000001,84,8,18219,United Kingdom,2010-08-03 11:44:00
10729,517951,642.61,375,21,12621,Germany,2010-08-03 11:53:00
10730,517952,398.96,250,23,13047,United Kingdom,2010-08-03 11:54:00
10731,517953,2780.32,4544,4,16754,United Kingdom,2010-08-03 11:56:00
10732,517955,29.9,2,1,13047,United Kingdom,2010-08-03 11:56:00
10733,517957,294.22,154,40,14606,United Kingdom,2010-08-03 12:05:00
10734,517958,101.71000000000001,46,18,13679,United Kingdom,2010-08-03 12:13:00
10735,517960,481.74,162,25,14841,United Kingdom,2010-08-03 12:32:00
10736,517962,321.42,150,6,12910,United Kingdom,2010-08-03 12:47:00
10737,517963,500.57,211,22,14001,United Kingdom,2010-08-03 12:49:00
10738,517964,202.42,159,29,17298,United Kingdom,2010-08-03 12:51:00
10739,517965,175.07999999999998,124,12,14699,United Kingdom,2010-08-03 12:55:00
10740,517967,222.64000000000001,129,51,18048,United Kingdom,2010-08-03 13:03:00
10741,517969,131.01,103,16,13984,United Kingdom,2010-08-03 13:07:00
10742,517970,563.1,690,19,17665,United Kingdom,2010-08-03 13:12:00
10743,517971,149.55,105,17,15727,United Kingdom,2010-08-03 13:18:00
10744,517972,246.0,94,14,17092,United Kingdom,2010-08-03 13:22:00
10745,517973,321.78000000000003,158,9,16880,United Kingdom,2010-08-03 13:54:00
10746,517974,1503.55,669,57,14911,EIRE,2010-08-03 13:55:00
10747,517975,577.68,472,12,16767,United Kingdom,2010-08-03 14:01:00
10748,517976,116.1,46,21,14871,United Kingdom,2010-08-03 14:18:00
10749,517977,901.42,648,151,16938,United Kingdom,2010-08-03 14:23:00
10750,517978,993.75,837,73,16316,United Kingdom,2010-08-03 14:38:00
10751,517979,54.599999999999994,36,3,14569,United Kingdom,2010-08-03 14:41:00
10752,517980,395.64,238,25,14219,United Kingdom,2010-08-03 14:42:00
10753,517982,313.39,301,13,16133,United Kingdom,2010-08-03 14:54:00
10754,517983,158.05,47,6,14253,United Kingdom,2010-08-03 14:55:00
10755,517985,145.6,90,29,17238,United Kingdom,2010-08-03 15:14:00
10756,517992,145.63,58,10,17757,United Kingdom,2010-08-03 15:51:00
10757,517994,169.3,70,6,15822,United Kingdom,2010-08-03 16:08:00
10758,517995,89.95,33,9,12748,United Kingdom,2010-08-03 16:17:00
10759,518003,315.98,483,9,12998,United Kingdom,2010-08-04 08:05:00
10760,518004,352.11,239,19,15363,United Kingdom,2010-08-04 08:41:00
10761,518005,35.7,6,1,16417,United Kingdom,2010-08-04 09:08:00
10762,518006,410.71,141,19,15798,United Kingdom,2010-08-04 09:13:00
10763,518007,205.75,97,9,12437,France,2010-08-04 09:14:00
10764,518008,379.74,202,19,14225,United Kingdom,2010-08-04 09:39:00
10765,518009,253.81,95,15,13468,United Kingdom,2010-08-04 09:58:00
10766,518010,314.25,183,17,14489,United Kingdom,2010-08-04 10:00:00
10767,518011,246.3,212,17,17412,United Kingdom,2010-08-04 10:02:00
10768,518012,254.0,40,4,15981,United Kingdom,2010-08-04 10:34:00
10769,518013,146.02,62,9,14182,United Kingdom,2010-08-04 10:36:00
10770,518014,87.53,83,7,16742,United Kingdom,2010-08-04 10:52:00
10771,518015,248.14999999999998,171,15,15095,United Kingdom,2010-08-04 10:52:00
10772,518016,353.41,234,17,15615,United Kingdom,2010-08-04 10:57:00
10773,518055,116.1,36,10,16883,United Kingdom,2010-08-04 11:46:00
10774,518056,365.56,285,22,15750,United Kingdom,2010-08-04 11:48:00
10775,518058,103.8,32,3,15717,United Kingdom,2010-08-04 11:57:00
10776,518059,100.5,12,12,15858,United Kingdom,2010-08-04 12:03:00
10777,518060,90.0,72,1,16359,United Kingdom,2010-08-04 12:18:00
10778,518061,105.67,55,22,15311,United Kingdom,2010-08-04 12:19:00
10779,518062,737.4,351,41,15757,United Kingdom,2010-08-04 12:22:00
10780,518063,1161.18,1406,43,14298,United Kingdom,2010-08-04 12:38:00
10781,518064,467.19,280,68,17841,United Kingdom,2010-08-04 12:39:00
10782,518065,650.64,398,18,14298,United Kingdom,2010-08-04 12:41:00
10783,518067,1258.86,766,67,15817,United Kingdom,2010-08-04 12:54:00
10784,518069,258.9,102,14,13659,United Kingdom,2010-08-04 13:09:00
10785,518071,312.3,178,18,18178,United Kingdom,2010-08-04 13:20:00
10786,518072,91.15,29,7,17243,United Kingdom,2010-08-04 13:26:00
10787,518073,10.95,1,1,15076,United Kingdom,2010-08-04 13:37:00
10788,518076,309.21,379,36,15456,United Kingdom,2010-08-04 13:42:00
10789,518077,889.02,258,25,13658,United Kingdom,2010-08-04 13:47:00
10790,518079,613.8,276,7,15369,United Kingdom,2010-08-04 13:54:00
10791,518080,308.81,285,18,15628,United Kingdom,2010-08-04 13:57:00
10792,518081,1018.8,528,17,12524,Germany,2010-08-04 14:20:00
10793,518086,379.42,406,21,16722,United Kingdom,2010-08-04 14:27:00
10794,518115,583.5,300,97,12748,United Kingdom,2010-08-04 14:41:00
10795,518133,791.4,350,38,13319,United Kingdom,2010-08-04 14:50:00
10796,518134,215.28,207,13,15064,United Kingdom,2010-08-04 15:02:00
10797,518135,131.07999999999998,60,5,16233,United Kingdom,2010-08-04 15:13:00
10798,518136,301.81,139,16,17644,United Kingdom,2010-08-04 15:19:00
10799,518139,344.88,264,19,12765,Netherlands,2010-08-04 15:52:00
10800,518140,468.65,335,20,15387,United Kingdom,2010-08-04 16:05:00
10801,518141,176.47,141,8,14401,United Kingdom,2010-08-04 16:07:00
10802,518145,66.6,32,4,16668,United Kingdom,2010-08-04 16:12:00
10803,518146,468.78,219,43,13044,United Kingdom,2010-08-04 16:27:00
10804,518147,203.35,155,7,17235,United Kingdom,2010-08-04 16:28:00
10805,518148,263.73,206,54,16334,United Kingdom,2010-08-04 16:38:00
10806,518150,132.37,124,15,13571,United Kingdom,2010-08-04 17:39:00
10807,518151,182.16,72,2,15587,United Kingdom,2010-08-05 08:44:00
10808,518152,122.39999999999999,144,2,13084,United Kingdom,2010-08-05 08:49:00
10809,518153,1160.0,800,4,17353,United Kingdom,2010-08-05 08:54:00
10810,518154,512.73,275,25,14256,United Kingdom,2010-08-05 09:28:00
10811,518155,38.7,6,1,14256,United Kingdom,2010-08-05 09:30:00
10812,518156,235.7,132,15,13155,United Kingdom,2010-08-05 09:30:00
10813,518157,905.48,828,10,13798,United Kingdom,2010-08-05 09:35:00
10814,518158,290.7,126,11,14129,United Kingdom,2010-08-05 10:18:00
10815,518159,634.35,626,43,13239,United Kingdom,2010-08-05 10:38:00
10816,518176,110.69999999999999,10,4,14560,United Kingdom,2010-08-05 10:49:00
10817,518184,20.4,24,2,17268,United Kingdom,2010-08-05 10:51:00
10818,518200,759.35,390,41,17581,United Kingdom,2010-08-05 11:24:00
10819,518201,591.87,391,39,17156,United Kingdom,2010-08-05 11:30:00
10820,518202,132.6,88,6,13089,United Kingdom,2010-08-05 11:33:00
10821,518203,244.98,174,10,13089,United Kingdom,2010-08-05 11:34:00
10822,518204,312.38,214,5,17389,United Kingdom,2010-08-05 11:35:00
10823,518205,1210.8,736,31,13093,United Kingdom,2010-08-05 11:39:00
10824,518206,2675.14,1744,31,13802,United Kingdom,2010-08-05 11:55:00
10825,518215,590.78,1383,13,18079,United Kingdom,2010-08-05 12:19:00
10826,518216,75.12,168,3,15403,United Kingdom,2010-08-05 12:21:00
10827,518217,191.28,282,11,17696,United Kingdom,2010-08-05 12:26:00
10828,518218,376.5,234,10,16174,United Kingdom,2010-08-05 12:33:00
10829,518219,526.54,666,31,16105,United Kingdom,2010-08-05 13:21:00
10830,518220,1022.6899999999999,696,87,14049,United Kingdom,2010-08-05 13:31:00
10831,518221,227.16,252,5,18258,United Kingdom,2010-08-05 13:42:00
10832,518222,272.48,96,9,14217,United Kingdom,2010-08-05 13:54:00
10833,518224,287.1,134,5,15400,United Kingdom,2010-08-05 14:11:00
10834,518226,120.55,35,3,13778,United Kingdom,2010-08-05 14:52:00
10835,518227,586.01,342,153,15271,United Kingdom,2010-08-05 14:57:00
10836,518228,636.92,462,57,13031,United Kingdom,2010-08-05 15:01:00
10837,518229,321.52,940,5,17381,United Kingdom,2010-08-05 15:08:00
10838,518230,785.67,497,78,14395,United Kingdom,2010-08-05 15:14:00
10839,518231,487.2,184,16,12471,Germany,2010-08-05 15:28:00
10840,518232,761.66,474,35,18226,United Kingdom,2010-08-05 15:46:00
10841,518233,308.7,50,3,17146,United Kingdom,2010-08-05 15:50:00
10842,518242,524.4,72,8,15043,United Kingdom,2010-08-05 16:33:00
10843,518243,199.45000000000002,211,17,14521,United Kingdom,2010-08-05 16:35:00
10844,518247,362.74,300,14,18226,United Kingdom,2010-08-05 17:21:00
10845,518248,278.76,190,19,17576,United Kingdom,2010-08-05 17:23:00
10846,518249,275.45,123,17,13135,United Kingdom,2010-08-05 17:28:00
10847,518250,1339.6,292,2,14045,United Kingdom,2010-08-05 17:35:00
10848,518251,214.67999999999998,132,4,16168,United Kingdom,2010-08-05 17:45:00
10849,518252,379.19,360,30,16743,United Kingdom,2010-08-05 17:47:00
10850,518253,158.63,172,19,14064,United Kingdom,2010-08-05 17:57:00
10851,518259,138.29,68,21,14043,United Kingdom,2010-08-05 18:18:00
10852,518260,17.080000000000002,3,2,17049,United Kingdom,2010-08-05 18:18:00
10853,518261,184.8,56,23,17921,United Kingdom,2010-08-05 18:42:00
10854,518266,252.3,134,34,13140,United Kingdom,2010-08-05 19:05:00
10855,518268,381.86,190,17,15260,United Kingdom,2010-08-05 19:08:00
10856,518269,305.91,255,40,16395,United Kingdom,2010-08-05 19:22:00
10857,518270,359.6,217,87,16549,United Kingdom,2010-08-05 20:03:00
10858,518271,635.09,333,35,12633,Germany,2010-08-06 08:57:00
10859,518272,189.29999999999998,182,16,18154,United Kingdom,2010-08-06 09:18:00
10860,518273,539.14,264,18,16197,United Kingdom,2010-08-06 09:28:00
10861,518275,446.75,141,23,14209,United Kingdom,2010-08-06 09:52:00
10862,518276,364.7,286,12,16103,United Kingdom,2010-08-06 10:06:00
10863,518278,300.55,213,13,16103,United Kingdom,2010-08-06 10:09:00
10864,518280,519.69,281,30,14329,United Kingdom,2010-08-06 10:24:00
10865,518281,445.98,190,10,14918,United Kingdom,2010-08-06 10:29:00
10866,518285,108.60000000000001,30,19,17975,United Kingdom,2010-08-06 11:24:00
10867,518286,274.96,132,10,12712,Germany,2010-08-06 11:31:00
10868,518296,575.2,16,1,15908,United Kingdom,2010-08-06 11:56:00
10869,518314,544.01,589,29,13920,United Kingdom,2010-08-06 12:13:00
10870,518315,343.63,211,16,13102,United Kingdom,2010-08-06 12:15:00
10871,518330,136.15,73,5,17790,United Kingdom,2010-08-06 12:31:00
10872,518331,1496.64,1344,17,15980,United Kingdom,2010-08-06 12:33:00
10873,518332,520.54,442,8,15980,United Kingdom,2010-08-06 12:35:00
10874,518333,952.1,356,27,15808,United Kingdom,2010-08-06 12:41:00
10875,518334,500.0,400,1,13953,United Kingdom,2010-08-06 12:45:00
10876,518335,631.92,367,17,15856,United Kingdom,2010-08-06 13:15:00
10877,518336,10.08,24,1,17389,United Kingdom,2010-08-06 13:32:00
10878,518337,765.94,646,33,14849,United Kingdom,2010-08-06 13:38:00
10879,518338,35.7,6,1,14849,United Kingdom,2010-08-06 13:39:00
10880,518339,426.05,199,13,14040,United Kingdom,2010-08-06 13:41:00
10881,518344,180.07999999999998,124,11,14139,United Kingdom,2010-08-06 14:00:00
10882,518346,468.03,689,14,13929,United Kingdom,2010-08-06 14:09:00
10883,518348,321.74,78,18,17646,United Kingdom,2010-08-06 14:15:00
10884,518349,114.6,28,2,12971,United Kingdom,2010-08-06 14:16:00
10885,518350,307.15999999999997,158,10,17001,United Kingdom,2010-08-06 14:22:00
10886,518351,194.75,63,26,17377,United Kingdom,2010-08-06 14:30:00
10887,518354,314.16,336,6,13199,United Kingdom,2010-08-06 14:52:00
10888,518355,148.72,88,1,15488,United Kingdom,2010-08-06 14:54:00
10889,518358,341.33,393,25,16571,United Kingdom,2010-08-06 15:21:00
10890,518360,1494.36,1044,11,15061,United Kingdom,2010-08-06 16:11:00
10891,518361,8.5,1,1,14156,EIRE,2010-08-06 16:32:00
10892,518370,198.55,85,15,14562,United Kingdom,2010-08-08 10:25:00
10893,518371,114.63,33,15,13782,United Kingdom,2010-08-08 10:31:00
10894,518373,60.84,180,2,13026,United Kingdom,2010-08-08 10:43:00
10895,518375,491.36,258,25,13488,United Kingdom,2010-08-08 10:46:00
10896,518376,66.65,15,4,13488,United Kingdom,2010-08-08 10:47:00
10897,518377,1145.4,116,3,12980,United Kingdom,2010-08-08 10:51:00
10898,518378,169.12,136,2,13249,United Kingdom,2010-08-08 10:54:00
10899,518379,29.7,18,1,13488,United Kingdom,2010-08-08 10:54:00
10900,518380,136.65,65,21,17068,United Kingdom,2010-08-08 10:55:00
10901,518381,105.82,160,22,15580,United Kingdom,2010-08-08 10:57:00
10902,518382,311.38,156,15,14709,United Kingdom,2010-08-08 11:20:00
10903,518383,95.44,44,7,17709,United Kingdom,2010-08-08 11:33:00
10904,518384,93.3,26,4,16196,United Kingdom,2010-08-08 11:40:00
10905,518385,757.3100000000001,633,16,16525,United Kingdom,2010-08-08 11:40:00
10906,518386,825.5600000000001,402,65,14161,United Kingdom,2010-08-08 12:11:00
10907,518387,186.18,132,27,13857,United Kingdom,2010-08-08 12:16:00
10908,518388,141.3,42,14,15774,United Kingdom,2010-08-08 12:18:00
10909,518389,151.5,198,22,15280,United Kingdom,2010-08-08 12:21:00
10910,518391,121.91,48,11,16939,United Kingdom,2010-08-08 12:24:00
10911,518392,854.6700000000001,413,12,14299,United Kingdom,2010-08-08 12:28:00
10912,518393,161.51,91,23,17085,United Kingdom,2010-08-08 12:31:00
10913,518394,196.56,90,53,14606,United Kingdom,2010-08-08 12:35:00
10914,518395,751.5999999999999,492,21,14156,EIRE,2010-08-08 12:41:00
10915,518396,804.74,625,12,13408,United Kingdom,2010-08-08 12:43:00
10916,518397,282.27,169,33,16444,United Kingdom,2010-08-08 12:43:00
10917,518398,138.12,55,8,15046,United Kingdom,2010-08-08 12:50:00
10918,518399,135.96,84,4,17491,United Kingdom,2010-08-08 12:56:00
10919,518400,351.95,171,8,17050,United Kingdom,2010-08-08 12:57:00
10920,518401,395.84,116,24,13059,United Kingdom,2010-08-08 13:07:00
10921,518402,195.88,48,9,14370,United Kingdom,2010-08-08 13:11:00
10922,518403,628.53,477,38,17132,United Kingdom,2010-08-08 13:49:00
10923,518404,248.05,163,40,16115,United Kingdom,2010-08-08 13:55:00
10924,518405,974.9,522,21,17139,United Kingdom,2010-08-08 14:11:00
10925,518406,398.37,304,51,17802,United Kingdom,2010-08-08 14:26:00
10926,518407,303.03,229,21,13627,United Kingdom,2010-08-08 14:32:00
10927,518408,226.7,51,12,17858,United Kingdom,2010-08-08 14:37:00
10928,518409,52.8,32,4,14455,United Kingdom,2010-08-08 14:39:00
10929,518410,307.23,281,18,14837,United Kingdom,2010-08-08 14:41:00
10930,518411,420.22,163,71,14575,United Kingdom,2010-08-08 14:51:00
10931,518412,185.55,115,39,17135,United Kingdom,2010-08-08 14:57:00
10932,518413,411.96,444,4,14101,United Kingdom,2010-08-08 15:15:00
10933,518414,194.60000000000002,153,25,17393,United Kingdom,2010-08-08 15:53:00
10934,518415,127.07,81,9,15262,United Kingdom,2010-08-08 15:55:00
10935,518417,152.2,72,9,13653,United Kingdom,2010-08-09 08:19:00
10936,518418,755.17,375,38,12567,France,2010-08-09 08:26:00
10937,518419,260.57,139,5,17457,United Kingdom,2010-08-09 08:36:00
10938,518420,382.93,303,22,17732,United Kingdom,2010-08-09 08:41:00
10939,518421,305.96,195,5,17930,United Kingdom,2010-08-09 08:53:00
10940,518422,431.28,295,8,16839,United Kingdom,2010-08-09 08:55:00
10941,518423,206.85,985,1,13783,United Kingdom,2010-08-09 09:23:00
10942,518426,343.54,476,26,16170,United Kingdom,2010-08-09 09:45:00
10943,518427,869.28,600,14,16282,United Kingdom,2010-08-09 10:27:00
10944,518428,345.61,283,19,12458,Switzerland,2010-08-09 10:33:00
10945,518431,699.18,404,28,13823,United Kingdom,2010-08-09 11:00:00
10946,518432,555.78,270,37,14625,United Kingdom,2010-08-09 11:06:00
10947,518433,36.769999999999996,31,2,13980,United Kingdom,2010-08-09 11:10:00
10948,518447,201.79999999999998,60,10,17663,United Kingdom,2010-08-09 11:26:00
10949,518451,1080.5,713,37,16180,United Kingdom,2010-08-09 11:27:00
10950,518477,154.16,138,66,15013,United Kingdom,2010-08-09 12:05:00
10951,518480,347.64,178,43,16470,United Kingdom,2010-08-09 12:21:00
10952,518481,335.63,164,76,17841,United Kingdom,2010-08-09 12:22:00
10953,518482,547.96,252,23,13488,United Kingdom,2010-08-09 12:24:00
10954,518484,17.53,21,11,17841,United Kingdom,2010-08-09 12:27:00
10955,518485,357.59999999999997,144,4,15595,United Kingdom,2010-08-09 12:27:00
10956,518486,344.22,378,20,13989,United Kingdom,2010-08-09 12:28:00
10957,518497,397.09999999999997,190,14,14911,EIRE,2010-08-09 12:35:00
10958,518500,152.8,119,20,17137,United Kingdom,2010-08-09 12:51:00
10959,518501,1115.58,983,22,15311,United Kingdom,2010-08-09 12:53:00
10960,518502,30.6,36,1,13307,United Kingdom,2010-08-09 12:56:00
10961,518504,12.5,10,1,14861,United Kingdom,2010-08-09 13:06:00
10962,518505,11880.84,87167,45,14277,France,2010-08-09 13:10:00
10963,518506,300.2,64,12,13092,United Kingdom,2010-08-09 13:18:00
